isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9.78E+12,99389010,The Professor of Desire,,Philip Roth,,http://books.google.com/books/content?id=fNlzijiaY7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a student in college David Kepesh styles himself 'a rake among scholars a scholar among rakes'. Little does he realise how prophetic this motto will be - or how damning. For as Philip Roth follows Kepesh from the domesticity of his childhood into the vast wilderness of erotic possibility from a menage troisin London to the throes of loneliness in New York he creates a supremely intelligent affecting and often hilarious novel about the dilemma of pleasure- where we seek it; why we flee it; and how we struggle to make a truce between dignity and desire.,1995,3.65,272,1950
9.78E+12,99409968,The Phantom Menace,,Terry Brooks;George Lucas,Life on other planets,http://books.google.com/books/content?id=vd1pffZFhZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A long time ago in a galaxy far far away an evil legacy long believed dead is stirring. Now the dark side of the Force threatens to overwhelm the light and only an ancient Jedi prophecy stands between hope and doom for the entire galaxy. On the green unspoiled world of Naboo Jedi Master Qui-Gon Jinn and his apprentice Obi-Wan Kenobi arrive to protect the realm's young queen as she seeks a diplomatic solution to end the siege of her planet by Trade Federation warships. At the same time on desert-swept Tatooine a slave boy named Anakin Skywalker who possesses a strange ability for understanding the""rightness"" of things toils by day and dreams by night--of becoming a Jedi Knight and finding a way to win freedom for himself and his beloved mother. It will be the unexpected meeting of Jedi Queen and a gifted boy that will mark the start of a drama that will become legend.""",2000,3.56,255,12696
9.78E+12,99410354,Traitor,,Matthew Woodring Stover,Science fiction,http://books.google.com/books/content?id=VbICOKLM6TIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the depths of catastrophe a glimmer of hope. After the capture of Coruscant the mighty heart of the New Republic a stunned galaxy fears that nothing can stop the Yuuzhan Vong. Still that crushing defeat produces one small miracle: Jacen Solo is alive. Yet he can scarcely imagine himself in stranger circumstances. The young Jedi Knight is in the care of Vergere a fascinating creature of mystery and power her intentions hard to fathom her cruelties rarely concealed. But this master of inscrutable arts has much to teach the young Jedi...for she holds the key to a new way to experience the Force to take it to another level - dangerous dazzling perhaps deadly. In the wrong hands the tremendous energies of the Froce can be devastating. And there are others watching Jacen's progress closely waiting patiently for the moment when he will be ready for their own dire purposes. Now all is in shadows. Yet whatever happens whether Jacen's newfound mastery unleashes light or darkness he will never be the same Jedi again...,2002,4,320,6765
9.78E+12,99410389,Star by Star,,Troy Denning,Life on other planets,http://books.google.com/books/content?id=lPtDoGRj6MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A must-read for every fan of Star Wars fiction and the New Jedi Order series in particular! It is a dark time for the New Republic. The Yuuzhan Vong despite some recent losses continue to advance into the Core and continue their relentless hunt for the Jedi. Now in a desperate act of courage Anakin Solo leads a Jedi strike force into the heart of Yuuzhan Vong territory where he hopes to destroy a major Vong anti-Jedi weapon. There with his brother and sister at his side he will come face to face with his destiny--as the New Republic still fighting the good fight will come face to face with theirs...",2002,3.95,605,7590
9.78E+12,99421860,Fury,A Novel,Salman Rushdie,Anger,http://books.google.com/books/content?id=PlLF4HAejtgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From one of the world's truly great writers Fury is a wickedly brilliant and pitch-black comedy about a middle-aged professor who finds himself in New York City in the summer of 2000. Not since the Bombay of Midnight's Children have a time and place been so intensely and accurately captured in a novel. Fury opens on a New York living at breakneck speed in an age of unprecedented decadence. Malik Solanka historian of ideas and dollmaker extraordinaire steps out of his life one day abandons his family without a word of explanation and flees to New York. There is a fury within him and he fears that he has become dangerous to those he loves. He arrives in New York at a time of unprecedented plenty in the highest hour of America's wealth and power seeking toerase"" himself. But fury is all around him. Cab drivers spout invective. A serial killer is murdering women with a lump of concrete. The petty spats and bone-deep resentments of the metropolis engulf him. Meanwhile his own thoughts emotions and desires are also running wild. A young woman in a D'Angelo baseball cap is in store. Also another woman with whom he will fall in love and drawn towards a different fury whose roots lie of the far side of the world.""",2002,3.29,272,6551
9.78E+12,99422344,Yeats is Dead!,A Novel by Fifteen Irish Writers,Joseph O'Connor,Comedy,http://books.google.com/books/content?id=DrE3If94axcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In aid of Amnesty International this is a brilliant 'serial' novel by fifteen of the very brightest talents in Irish writing. It begins with Roddy Doyle and ends with Frank McCourt. In between thirteen other Irish writers spin an increasingly elaborate tale ofmurder mayhem and literary shenanigans in present-day Dublin.,2002,3.39,298,34
9.78E+12,99422689,Choke,,Chuck Palahniuk,Alzheimer's disease,http://books.google.com/books/content?id=xkbpbiEC_oAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Victor Mancini has devised a complicated scam to pay for his mother's hospital care- pretend to be choking on a piece of food in a restaurant and the person who 'saves you' will feel responsible for you for the rest of their lives. Multiply that a couple of hundred times and you generate a healthy flow of cheques week in week out. Victor also works at a theme park with a motley group of losers cruises sex addiction groups for action and visits his mother whose Alzheimer's disease now hides what may be the startling truth about his parentage.""",2002,3.69,293,1457
9.78E+12,99422697,The Dying Animal,,Philip Roth,College teachers,http://books.google.com/books/content?id=prPo8epCoIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"No matter how much you know no matter how much you think no matter how much you plot and you connive and you plan you're not superior to sex' With these words America's most unflaggingly energetic and morally serious novelist launches perhaps his fiercest book. The speaker is David Kepesh white-haired and over sixty an eminent TV culture critic and star lecturer at a New York college - as well as an articulate propagandist of the sexual revolution. For years he has made a practice of sleeping with adventurous female students while maintaining an aesthete's critical distance. But now that distance has been annihilated. The agency of Kepesh's undoing is Consuela Castillo the decorous humblingly beautiful twenty-four-year-old daughter of Cuban exiles. When he becomes involved with her Kepesh finds himself dragged helplessly into the quagmire of sexual jealousy and loss. In chronicling the themes of eros and mortality licence and repression freedom and sacrifice. The Dying Animalis a burning coal of a book filled with intellectual heat and not a little danger.,2002,3.62,156,5683
9.78E+12,99427869,Illusions,,Richard Bach,Adventure stories,http://books.google.com/books/content?id=Z93wmaJAtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,In the cloud-washed airspace between the cornfields of Illinois and blue infinity a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach belief is as real as a full tank of gas and sparks firing in the cylinders ... until he meets Donald Shimoda - former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar... In Illusions the unforgettable follow-up to his phenomenal New York Times bestseller Jonathan Livingston Seagull Richard Bach takes to the air to discover the ageless truths that give our souls wings- that people don't need airplanes to soar ... that even the darkest clouds have meaning once we lift ourselves above them ... and that messiahs can be found in the unlikeliest places - like hay fields one-traffic-light midwestern towns and most of all deep within ourselves.",2001,4.15,144,48723
9.78E+12,99428164,In the Pond,,Ha Jin,China,http://books.google.com/books/content?id=bkmry89MaYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ha Jin has been compared to the late Issac Babel for his spare evocation of ordinary lives caught up in the flux of vast social movements. Winner of the Hemingway/PEN Award for first fiction for his story collection Under the Red Flag Ha Jin is a writer of stark power simple beauty and poignant irony. His themes of personal honour in the face of political rectitude are carried forward here in his first novel In the Pond a close unsentimental depiction of life in a small factory town; the manoeuvring posturing petty jealousies and injustices of an ordinary man who tangles with the party bosses.,2002,3.71,160,1212
9.78E+12,99428636,How to Travel with a Salmon and Other Essays,,Umberto Eco,Essays,http://books.google.com/books/content?id=-SLftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,This witty and irreverent collection of essays presents Eco's playful but unfailingly accurate takes on everything from militarism computer jargon Westerns librarians and bureaucrats to meals on airplanes Amtrak trains bad coffee express mail fax machines and pornography.""An uncanny combination of the profound and the profane"".--San Francisco Chronicle.""",2001,3.85,229,106
9.78E+12,99428644,The Trial,,Franz Kafka,Fiction,http://books.google.com/books/content?id=pLxfPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Written in 1914 The Trial is the terrifying tale of Josef K. a respectable bank officer who is suddenly arrested and must defend himself against a charge about which he can get no information. Kafka’s nightmare has resonated with chilling truth for generations of readers.,2001,3.98,255,158037
9.78E+12,99429160,Turtle Moon,,Alice Hoffman,Mothers and sons,http://books.google.com/books/content?id=XlRAI5VA_yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The story of a divorced woman her disillusioned teenage son and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.--Back cover.""",2002,3.82,275,7348
9.78E+12,99429799,Atonement,,Ian McEwan,Atonement,http://books.google.com/books/content?id=jZe53wiTVbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Fledgling writer Briony Tallis as a 13-year-old irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,2002,3.89,372,4537
9.78E+12,99432447,A Birthday for Frances,,Russell Hoban,Badgers,http://books.google.com/books/content?id=wJ1xPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Frances isn't happy because it isn't her big birthday day it is Gloria's. Frances isn't sure she will give Gloria her whole present and might keep half for herself. After all little sisters aren't that good they can't throw they always break your crayons pull your toys apart and put water in your mud pies. It isn't till Gloria makes her birthday cake wish that Frances changes her mind!",1968,4.22,32,2152
9.78E+12,99436744,The Gangs of New York,An Informal History of the Underworld,Herbert Asbury,Gangs,http://books.google.com/books/content?id=5dtj8Od-IcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Gangs of New York is a tour through a now unrecognisable city of abysmal poverty and habitual violence cobbled from legend memory police records the self-aggrandizements of aging crooks popular journalism and solid historical research. Asbury presents the definitive work on this subject an illumination of the gangs of old New York that ultimately gave rise to the modem Mafia and its depiction in films like The Godfather.,2002,3.59,384,143
9.78E+12,009943752,The Whore's Child and Other Stories,,Richard Russo,Human behavior,http://books.google.com/books/content?id=iXmFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,In this entrancing first collection of stories a master storyteller focuses on a fresh and fascinating range of human behaviour revealing himself as an even more versatile and accomplished writer than his acclaimed novels have shown. As with all Russo's characters we warm to these newcomers almost in spite of themselves. In the title story a septuagenarian nun resolutely invades the narrator's college writing workshop with an incredible saga; a seasoned Hollywood moviemaker uncovers a 25-year-old flame he never knew he'd harboured; a precious fifth-grader puzzles over life love and baseball as he watches his parents' marriage dissolve; another child is forced into a harrowing cross-country escape; and an elderly couple rediscover the power - and misery - of their relationship during a long-awaited retreat to a hurricane-swept resort island.""",2003,3.75,240,2653
9.78E+12,99437597,In Watermelon Sugar,,Richard Brautigan,Social action,http://books.google.com/books/content?id=7rKgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"IDEATH is a place where the sun shines a different colour every day and where people travel to the length of their dreams. Rejecting the violence and hate of the old gang at the Forgotten Works they lead gentle lives in watermelon sugar. In this book Richard Brautigan discovers and expresses the mood of a new generation.,2002,4.02,144,9594
9.78E+12,99446723,Blackwood Farm,,Anne Rice,Horror,http://books.google.com/books/content?id=cIn8Twm4MIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lestat Is Back Saviour And Demon Presiding Over A Gothic Story Of Family Greed And Hatred Through Generations A Terrifying Drama Of Blood Lust And Betrayal Possession And Matricide. Blackwood Farm With Its Grand Southern Mansion Set Among Dark Cypress Swamps In Louisiana Harbours Terrible Blood-Stained Secrets And Family Ghosts. Heir To Them All Is Quinn Blackwood Young Rash And Beautiful Himself A 'Bloodhunter' Whom Lestat Takes Under His Wing. But Quinn Is In Thrall Not Only To The Past And His Own Appetites But Even More Dangerously To A Companion Spirit A 'Goblin' Succubus Who Could Destroy Him And Others. Only The Unearthly Power Of Lestat Combined With The Earthly Powers Of The Mayfair Clan Could Hope To Save Quinn From Himself And His Ghosts Or To Rescue The Doomed Girl Quinn Loves From Her Own Mortality- Shocking Savage And Richly Erotic This Novel With The Deceptively Gentle Title Bring Us Anne Rice At Her Most Powerfully Disturbing. Here Are Vampires And Witches Men And Women Demons And A Doppelg-Nger Caught Up In A Maelstrom Of Death And Destruction Blood And Fire Cruelty And Fate.",2003,3.86,774,26145
9.78E+12,99448467,The Carpenter's Pencil,,Manuel Rivas,Galicia (Spain : Region),http://books.google.com/books/content?id=M6aM8vvrfjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,It is the summer of 1936 the early months of the agonsing civil war that engulfs Spain and shakes the rest of the world. In a prison in the pilgrim city of Santiago de Compostela an artist sketches the famouse porch of the cathedral the Portico da Gloria. He uses a carpenter's pencil. But instead of reproducing the sculptured faces of the prophets and elders he draws the faces of his fellow Republican prisoners. any years later in post Franco Spain a survivor of that period Doctor Daniel da Barca returns from exile to his native Galicia and the threads of past memories begin to be woven together. This poetic and moving novel conveys the horror and savagery of the tragedy that divided Spain and the experiences of the men and women who lived through it. Yet in the process it also relates one of the most beautiful love stories imaginable.,2003,3.6,165,628
9.78E+12,99448475,Sputnik Sweetheart,,Haruki Murakami,Businesswomen,http://books.google.com/books/content?id=--_eXhJE0noC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twenty two year old Sumire is in love for the first time with a woman seventeen years her senior Miu. Surprised that she might after all be a lesbian Sumire spends hours on the phone talking to her best friend K a primary school teacher who is used to answering questions but what he most wants to say to Sumire is I love you.,2002,3.82,229,73452
9.78E+12,99448572,South of the Border"," West of the Sun""",,Haruki Murakami,Domestic fiction,http://books.google.com/books/content?id=D3pTwEWLjj8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Growing up in the suburbs in post-war Japan it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away the two lost touch. Now Hajime is in his thirties. After a decade of drifting he has found happiness with his loving wife and two daughters and success running a jazz bar. Then Shimamoto reappears. She is beautiful intense enveloped in mystery. Hajime is catapulted into the past putting at risk all he has in the present.,2003,3.87,190,56172
9.78E+12,99448750,The Elephant Vanishes,,Haruki Murakami,Japan,http://books.google.com/books/content?id=GzP6Dzk-f8sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,When a man's favourite elephant vanishes the balance of his whole life is subtly upset; a couple's midnight hunger pangs drive them to hold up a McDonald's; a woman finds she is irresistible to a small green monster that burrows through her front garden; an insomniac wife wakes up to a twilight world of semi-consciousness in which anything seems possible - even death. In every one of the stories that make up The Elephant Vanishes Murakami makes a determined assault on the normal. He has a deadpan genius for dislocating realities to uncover the surreal in the everyday the extraordinary in the ordinary.,2003,3.86,327,1233
9.78E+12,99448769,Dance Dance Dance,,Haruki Murakami,Crime investigation,http://books.google.com/books/content?id=23aiRAguYcEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Combining an offbeat cast of characters with Murakami's idiosyncratic prose this novel is an assault on all the senses a murder mystery that is also philosophical speculation and a dark fable of advanced capitalism.",2003,4.04,393,47494,,,,,,,,,,
9.78E+12,99448920,The Rings of Saturn,,Winfried Georg Sebald,"Authors, German",http://books.google.com/books/content?id=t671cbf3pz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Rings of Saturn begins as the record of a journey on foot through coastal East Anglia. From Lowestoft to Bungay Sebald's own story becomes the conductor of evocations of people and cultures past and present: of Chateaubriand Thomas Browne Swinburne and Conrad of fishing fleets skulls and silkworms. The result is a rich meditation on the past via a melancholy trip along the Suffolk coast and an intricately patterned and haunting book on the transience of all things human. 'Sebald is the Joyce of the 21st Century' The Times,2002,4.26,304,390
9.78E+12,99449862,Elephant,And Other Stories,Raymond Carver,Short stories"," American""",http://books.google.com/books/content?id=c0EEfxDAqDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"These seven stories were the last that Carver wrote. Among them is one of his longest 'Errand' in which he imagines the death of Chekhov a writer Carver hugely admired and to whose work his own was often compared. This fine story suggests that the greatest of modern short-story writers may in the year before his untimely death have been flexing his muscles for a longer work.,2003,4.11,124,1063
9.78E+12,99449897,Will You Please be Quiet"," Please""",,Raymond Carver,Short stories,http://books.google.com/books/content?id=ybfel1V2jd8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,With this his first collection Carver breathed new life into the short story. In the pared-down style that has since become his hallmark Carver showed how humour and tragedy dwell in the hearts of ordinary people and won a readership that grew with every subsequent brilliant collection of stories poems and essays that appeared in the last eleven years of his life.,2003,4.27,181,9697,,,,,,,
9.78E+12,99453835,The Time of Our Singing,,Richard Powers,African Americans,http://books.google.com/books/content?id=atHpDdRLCK4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jonah Joseph and Ruth are the children of mixed-race parents determined to protect them from the grinding effects of race. Hothouse children they are all musically talented but they cannot be protected from the world for long. Jonah becomes a successful young tenor but the world of opera can only accept him as a 'brilliant Negro singer'; Joseph our narrator becomes a pianist and devotes his talents to the service of his brother's; Ruth turns her back on classical music ('white music') and disappears on the run with her black husband under suspicion of being a Black Panther. Powers brilliantly and devastatingly delineates the tragedy of race in America as it unfolds from the Civil Rights movement to Rodney King and Louis Farrakhan through the lives and choices of one family caught on the cusp of identities.,2004,4.24,631,1718
9.78E+12,99456451,The Spook's Apprentice,,Joseph Delaney,Exorcism,http://books.google.com/books/content?id=ZA0yS2C37r4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A wonderful and terrifying series by a new writer about a young boy training to be an exorcist. Thomas Ward is the seventh son of a seventh son and has been apprenticed to the local Spook. The job is hard the Spook is distant and many apprentices have failed before Thomas. Somehow Thomas must learn how to exorcise ghosts contain witches and bind boggarts. But when he is tricked into freeing Mother Malkin the most evil witch in the County the horror begins . .",2005,3.98,325,2733
9.78E+12,99458268,Human Traces,,Sebastian Faulks,Europe,http://books.google.com/books/content?id=KTKZiwoIHMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As young boys both Jacques RebiSre and Thomas Midwinter become fascinated with trying to understand the human mind.As psychiatris- ts their quest takes them from the squalor of the Victorian lunatic asylum to the crowded lecture halls of the renowned Professor Charcot in Paris; from the heights of the Sierra Madre in California to the plains of unexplored Africa. As the concerns of the old century fade and the First World War divides Europe the two men's volatile relationship develops and changes but is always tempered by one exceptional woman; Thomas's sister Sonia.Moving and challenging in equal measure HUMAN TRACES explores the question of what kind of beings men and women really are.,2006,3.63,793,3388
9.78E+12,99460173,Blood Canticle,,Anne Rice,Horror tales,http://books.google.com/books/content?id=iQjGwPtIEVAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Lestat is back with a vengeance and in thrall to Rowan Mayfair. Both demon and angel he is drawn to kill but tempted by goodness as he moves among the pantheon of Anne Rice's unforgettable characters. Julien Mayfair his tormentor; Rowan witch and neurosurgeon who attracts spirits to herself casts spells on others and finds herself dangerously drawn to Lestat; Patsy country and western singer who was killed by Quinn Blackwood and dumped in a swamp; Ash Templeton a 5 000 year old Taltos whose genes live on in the Mayfairs. Now Lestat fights to save Patsy's ghost from the dark realms of the Earthbound to uncover the mystery of the Taltos and to decide the fate of Rowan Mayfair. Both of Anne Rice's irresistible realms - the worlds of Blackwood Farm and the Mayfair Witches - collide as Lestat struggles between his lust for blood and the quest for life between gratification and redemption.",2004,3.72,400,18646
9.78E+12,99461099,Underground,The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,Cults,http://books.google.com/books/content?id=i2104FzgbvIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told based on hundreds of interviews with survivors relatives of those who died and the perpetrators.,2003,3.9,309,10003
9.78E+12,99461269,Open House,,Elizabeth Berg,Divorced women,http://books.google.com/books/content?id=shlDD04amKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,When Samantha Morrow's husband leaves her and her eleven-year-old son she is faced with the terrifying prospect of having to recreate her whole life. She opens her house to a series of lodgers who each in the eccentric way help her to see herself. And she shakes a friend who shows her that she has the ability to make her own future.,2003,3.7,314,61
9.78E+12,99462257,Like a Charm,,Karin Slaughter,Bracelets,http://books.google.com/books/content?id=HVWEDUYM-YUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The cream of British and American crime writers combine for a must- have collection of linked short stories- With each writer picking up the story in their usual locale (Val McDermid in Manchester Denise Mina in Glasgow Karin Slaughter in Atlanta) each of these prestigious crime writers tells a gripping story (original to this collection) of murder betrayal and intrigue. And running through each story is a charm bracelet- which brings bad luck wherever it's found... The must- have collection for all fans of British and American crime writing at it's best...",2004,3.5,384,1241
9.78E+12,99468190,Bleachers,,John Grisham,Death,http://books.google.com/books/content?id=B9D3QT00fqEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"High school All-American Neely Crenshaw was probably the best quarterback ever to play for the legendary Messina Spartans. Fifteen years have gone by since those glory days and Neely has come home to Messina to bury Coach Eddie Rake the man who molded the Spartans into an unbeatable football dynasty. As Coach Rake's 'boys' sit in the bleachers waiting for the dimming field lights to signal his passing they replay the old glories and try to decide once and for all whether they love Eddie Rake - or hate him. For Neely Crenshaw still struggling to come to terms with his explosive relationship with the Coach his dreams of a great career in the NFL and the choices he made as a young man the stakes could not be higher.,2004,3.47,229,30096
9.78E+12,99468646,Earthly Powers,,Anthony Burgess,Fiction,http://books.google.com/books/content?id=3xBXx3Yg1cAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Earthly Powers traces eighty- one years in the life of a Somerset Maugham- type writer and lapsed Catholic called Kenneth Toomey. A popular second- rate novelist/playwright he spends a lifetime unsuccessfully trying to reconcile his homosexuality with his faith. This is also the story of Carlo Campanati an earthy Italian priest linked with Toomey through family ties. With dazzlingly inventive narrative spanning six decades Burgess draws in major events and characters of the century while exploring themes of universal significance.",2004,4.15,649,2022
9.78E+12,009947137,The Mummy,,Anne Rice,Egyptologists,http://books.google.com/books/content?id=I9n126K6j6QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Ramses the Great has reawakened in opulent Edwardian London. Having drunk the elixir of life he is now Ramses the Damned doomed forever to wander the earth desperate to quell hungers that can never be satisfied. He becomes the close companion of a voluptuous heiress Julie Stratford but his cursed past again propels him toward disaster. He is tormented by searing memories of his last reawakening at the behest of Cleopatra his beloved queen of Egypt. And his intense longing for her undiminished over the centuries will force him to commit an act that will place everyone around him in the gravest danger....'Rice succeeds masterfully in blending horror and romance- Ramses is a fascinating character heroic yet tragically flawed by his human desires' - Atlanta Journal,2004,3.83,480,36906
9.78E+12,99471434,Lasher,,Anne Rice,Demonology,http://books.google.com/books/content?id=UeyMABieKGMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At the centre of Anne Rice's brilliant novel the beautiful Rowan Mayfair queen of the coven must flee from the darkly brutal yet irresistible demon known as Lasher. With a dreamlike power this wickedly seductive entity draws us through twilight paths telling a chillingly hypnotic story of spiritual aspirations and passion...,2004,3.85,883,48445
9.78E+12,99472635,Survivor's Quest,,Timothy Zahn,Life on other planets,http://books.google.com/books/content?id=IF5ED39v65cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Luke Skywalker and his wife Mara get a strange message from the Chiss: Come and get the remains of the mysterious Outbound Flight Project. But there is more than meets the eye to this unexpected gift as the newlyweds come face to face with the past! For someone is still alive in the Outbound Flight ships and they're not interested in visitors. Plus there's at least one imposter along on the mission and maybe more and it will be up to Luke and Mara to uncover all the secrets and prevent another war from breaking out.",2005,3.97,480,7028
9.78E+12,99474123,Women Who Love Too Much,,Robin Norwood,Alcoholics,http://books.google.com/books/content?id=_v6tu8Tpyq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Is having 'somebody to love' the most important thing in your life? Do you constantly believe that with 'the right man' you would no longer feel depressed or lonely? Are you bored with 'nice guys' who are open honest and dependable? If being in,2004,4,314,239
9.78E+12,99474395,The Talisman Ring,,Georgette Heyer,Great Britain,http://books.google.com/books/content?id=7Efhi0DF2i0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,A witty and enthralling Regency romance by one of the best-known and most beloved historical novelists. The legend of the Headless Horseman and a proposed marriage de convenance both have their impact on the mystery of a golden talisman ring and Lord Lavenham's young heir Ludovic. Neither Sir Tristram Shield nor Eustacie his young French cousin share the slightest inclination to marry one another yet it is Lord Lavenham's dying wish. For there is no one else to provide for the old man's granddaughter while Ludovic remains a fugitive from justice ... Yet again Georgette Heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age and why her popularity endures to this day.",2005,4,268,5332
9.78E+12,99474425,The Convenient Marriage,,Georgette Heyer,Fiction,http://books.google.com/books/content?id=pqKV8h7Lj_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,When the eligible Earl of Rule offers for the hand of the Beauty of the Winwood Family he has no notion of the distress he causes his intended. For Miss Lizzie Winwood is promised to the excellent but impoverished Mr Edward Heron. Disaster can only be averted by the delightful impetuosity of her youngest sister Horatia who conceives her own distinctly original plans ... Fo over fifty years until her death in 1974 Georgette Heyer was the undisputed queen of historical romantic fiction and the The Convenient Marriage shows why she configures to be loved by a huge readership to this day.,2005,3.68,272,8899
9.78E+12,99474468,Lady of Quality,,Georgette Heyer,Fiction,http://books.google.com/books/content?id=YwPmnE8bYGwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Independent and spirited. Miss Annis Wychwood gives little thought to finding herself a suitable husband thus dashing the dreams of many hopeful suitors. When she becomes embroiled in the affairs of the runaway heiress Lucilla though she encounters the beautiful fugitive's guardian - as rakish and uncivil a rogue she has ever met. Although chafing a bit at the restrictions of Regency society in Bath Annis does have to admit that Oliver Carleton at least is never boring.,2005,3.87,267,5706
9.78E+12,99474549,A Very Long Engagement,,Sébastien Japrisot,Feature films [DVD],http://books.google.com/books/content?id=4XejAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,One bitter night in January 1917 five French soldiers are court-martialled and sent into No-Man's Land. Days later five corpses are given a hasty burial. After the war the fiancée of one of the men sets out to discover what happened.",2004,3.91,320,79
9.78E+12,99476339,False Colours,,Georgette Heyer,Brothers,http://books.google.com/books/content?id=F7HoSc6VaVkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Honourable Christopher Fancot is forced into an outrageous masquerade by the tangled affairs of his wayward family.,2005,3.85,303,4332
9.78E+12,99476355,Sprig Muslin,,Georgette Heyer,England,http://books.google.com/books/content?id=csG8_CumWtYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sir Gareth Ludlow knows it is his duty as a man of honour to restore so young and pretty a girl as Amanda wandering unattended to her family. But it is to prove no easy task for the Corinthian.",2005,3.79,268,4847
9.78E+12,99477319,Catch-22,,Joseph Heller,Fiction,http://books.google.com/books/content?id=uciYmbP_JV0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,WITH AN INTRODUCTION BY HOWARD JACOBSON Explosive subversive wild and funny 50 years on the novel's strength is undiminished. Reading Joseph Heller's classic satire is nothing less than a rite of passage. Set in the closing months of World War II in an American bomber squadron off the coast of Italy Catch-22 is the story of a bombardier named Yossarian who is frantic and furious because thousands of people he has never even met keep trying to kill him. Joseph Heller's bestselling novel is a hilarious and tragic satire on military madness and the tale of one man's efforts to survive it.,1994,3.98,519,5307
